,genes,logFC,AveExpr,t,P.Value,adj.P.Val,expr
BEAN1,BEAN1,2.4794625143257,2.13489647466112,6.78943664413674,1.14665374358341e-11,1.02529955572083e-09,up
COL22A1,COL22A1,2.81326535189247,1.69400584125918,6.78775313808711,1.16008921252967e-11,1.03117515684146e-09,up
FGA,FGA,-1.26792688155764,8.34350446889889,-6.78412660814885,1.1895573170731e-11,1.05114882453365e-09,down
ADAR,ADAR,1.25847355426793,7.85251479024138,6.78104888524779,1.21514018758808e-11,1.06747578350574e-09,up
ICAM1,ICAM1,1.56757015416299,4.47659226679923,6.77612354865751,1.25720642138717e-11,1.09800900360919e-09,up
VSIG10L,VSIG10L,1.33787861480384,6.04352659693441,6.77052347569237,1.30676979740872e-11,1.13469918477883e-09,up
CDH17,CDH17,-1.63719014676475,4.85624014014656,-6.76317197911869,1.37474852603467e-11,1.18686622747659e-09,down
PFKP,PFKP,1.24473114544005,9.17192022540242,6.75164450638138,1.48837382258861e-11,1.27762008931006e-09,up
SERPINB8,SERPINB8,1.61604562140507,4.23731454700734,6.7413202294323,1.59791311388244e-11,1.3638551589058e-09,up
CDH16,CDH16,-2.73934171309158,2.81548885765674,-6.7272234201672,1.76031674943565e-11,1.49398181977527e-09,down
CXCL5,CXCL5,1.2276326323552,10.2685329493237,6.68592725382781,2.33482390466598e-11,1.97043397167935e-09,up
APOBEC3F,APOBEC3F,1.6514070093173,4.04365113846144,6.68447908805738,2.35799319922433e-11,1.97887004685743e-09,up
ITGA2,ITGA2,1.33001848904293,5.79870035955809,6.62291010209732,3.58132134762277e-11,2.98881162688829e-09,up
MYO1F,MYO1F,1.87305651129778,3.25992588379557,6.61308407480612,3.82702304727064e-11,3.17621769149721e-09,up
C16orf45,C16orf45,1.30719174181151,6.0109044765297,6.60198520098284,4.12441806047077e-11,3.40423121452703e-09,up
SLC25A28,SLC25A28,1.32109325091955,5.81702427181813,6.58722446169805,4.55519249117109e-11,3.73924052471978e-09,up
